ISO2,Country,Region,Income,Year,GDP,Population
SI,Slovenia,Europe & Central Asia,High income,2012,46352802766,2057159
SE,Sweden,Europe & Central Asia,High income,2012,5.44482E+11,9519374
TH,Thailand,East Asia & Pacific,Upper middle income,2012,3.97558E+11,67843979
TT,Trinidad and Tobago,Latin America & Caribbean,High income,2012,25601811994,1341588
TN,Tunisia,Middle East & North Africa,Lower middle income,2012,45044112939,10886668
TR,Turkey,Europe & Central Asia,Upper middle income,2012,8.73982E+11,74569867
UY,Uruguay,Latin America & Caribbean,High income,2012,51264390116,3396777
US,United States,North America,High income,2012,1.6197E+13,313874218
VN,Vietnam,East Asia & Pacific,Lower middle income,2012,1.5582E+11,90451881
AL,Albania,Europe & Central Asia,Upper middle income,2013,12821529062,2895092
AE,United Arab Emirates,Middle East & North Africa,High income,2013,3.90108E+11,9006263
AU,Australia,East Asia & Pacific,High income,2013,1.5737E+12,23128129
AT,Austria,Europe & Central Asia,High income,2013,4.30069E+11,8479823
BE,Belgium,Europe & Central Asia,High income,2013,5.20925E+11,11159407
BG,Bulgaria,Europe & Central Asia,Upper middle income,2013,55555171010,7265115
BR,Brazil,Latin America & Caribbean,Upper middle income,2013,2.47281E+12,202408632
CA,Canada,North America,High income,2013,1.84263E+12,35152370
CH,Switzerland,Europe & Central Asia,High income,2013,6.88504E+11,8089346
CL,Chile,Latin America & Caribbean,High income,2013,2.76653E+11,17462982
CO,Colombia,Latin America & Caribbean,Upper middle income,2013,3.82648E+11,47342981
CR,Costa Rica,Latin America & Caribbean,Upper middle income,2013,49745088112,4706401
CZ,Czech Republic,Europe & Central Asia,High income,2013,2.09402E+11,10514272
DE,Germany,Europe & Central Asia,High income,2013,3.75251E+12,80645605
DK,Denmark,Europe & Central Asia,High income,2013,3.43584E+11,5614932
DO,Dominican Republic,Latin America & Caribbean,Upper middle income,2013,62661773592,10281296
DZ,Algeria,Middle East & North Africa,Upper middle income,2013,2.09755E+11,38338562
ES,Spain,Europe & Central Asia,High income,2013,1.36135E+12,46620045
EE,Estonia,Europe & Central Asia,High income,2013,25149300178,1317997
FI,Finland,Europe & Central Asia,High income,2013,2.69239E+11,5438972
FR,France,Europe & Central Asia,High income,2013,2.81108E+12,65998660
GB,United Kingdom,Europe & Central Asia,High income,2013,2.75357E+12,64128226
GE,Georgia,Europe & Central Asia,Lower middle income,2013,16140047042,3717668
GR,Greece,Europe & Central Asia,High income,2013,2.39862E+11,10965211
HK,"Hong Kong SAR, China",East Asia & Pacific,High income,2013,2.76079E+11,7178900
HR,Croatia,Europe & Central Asia,High income,2013,58147688052,4255689
HU,Hungary,Europe & Central Asia,High income,2013,1.35221E+11,9893082
ID,Indonesia,East Asia & Pacific,Lower middle income,2013,9.12524E+11,252032263
IE,Ireland,Europe & Central Asia,High income,2013,2.3889E+11,4623816
IS,Iceland,Europe & Central Asia,High income,2013,16033517529,323764
IL,Israel,Middle East & North Africa,High income,2013,2.92914E+11,8059500
IT,Italy,Europe & Central Asia,High income,2013,2.12745E+12,60233948
JO,Jordan,Middle East & North Africa,Upper middle income,2013,33593843662,8413464
JP,Japan,East Asia & Pacific,High income,2013,5.15572E+12,127445000
KR,"Korea, Rep.",East Asia & Pacific,High income,2013,1.31503E+12,50428893
XK,Kosovo,Europe & Central Asia,Lower middle income,2013,7071959639,1824100
LB,Lebanon,Middle East & North Africa,Upper middle income,2013,46471385850,5276102
LT,Lithuania,Europe & Central Asia,High income,2013,46417340375,2957689
LU,Luxembourg,Europe & Central Asia,High income,2013,61739352212,543360
LV,Latvia,Europe & Central Asia,High income,2013,30254677297,2012647
MO,"Macao SAR, China",East Asia & Pacific,High income,2013,51552075902,575841
MD,Moldova,Europe & Central Asia,Lower middle income,2013,7985387152,3558566
MX,Mexico,Latin America & Caribbean,Upper middle income,2013,1.27444E+12,122535969
MK,FYROM,Europe & Central Asia,Upper middle income,2013,10817712139,2075739
MT,Malta,Middle East & North Africa,High income,2013,10146688739,425967
ME,Montenegro,Europe & Central Asia,Upper middle income,2013,4464261816,621207
NL,Netherlands,Europe & Central Asia,High income,2013,8.76924E+11,16804432
NO,Norway,Europe & Central Asia,High income,2013,5.23502E+11,5079623
NZ,New Zealand,East Asia & Pacific,High income,2013,1.91199E+11,4442100
PE,Peru,Latin America & Caribbean,Upper middle income,2013,2.01218E+11,30565716
PL,Poland,Europe & Central Asia,High income,2013,5.24201E+11,38040196
PT,Portugal,Europe & Central Asia,High income,2013,2.26073E+11,10457295
AR,Argentina,Latin America & Caribbean,High income,2013,5.53796E+11,42539925
QA,Qatar,Middle East & North Africa,High income,2013,1.98728E+11,2250473
CN,China,East Asia & Pacific,Upper middle income,2013,9.60949E+12,1357380000
RO,Romania,Europe & Central Asia,Upper middle income,2013,1.90949E+11,19983693
RU,Russian Federation,Europe & Central Asia,Upper middle income,2013,2.29713E+12,143506911
SG,Singapore,East Asia & Pacific,High income,2013,3.04454E+11,5399162
SK,Slovak Republic,Europe & Central Asia,High income,2013,98440862153,5413393
SI,Slovenia,Europe & Central Asia,High income,2013,48189726423,2059953
SE,Sweden,Europe & Central Asia,High income,2013,5.76777E+11,9600379
TH,Thailand,East Asia & Pacific,Upper middle income,2013,4.20333E+11,68143065
TT,Trinidad and Tobago,Latin America & Caribbean,High income,2013,26578524198,1348248
TN,Tunisia,Middle East & North Africa,Lower middle income,2013,46251061734,11014558
TR,Turkey,Europe & Central Asia,Upper middle income,2013,9.50579E+11,75787333
UY,Uruguay,Latin America & Caribbean,High income,2013,57531233351,3408005
US,United States,North America,High income,2013,1.67849E+13,316057727
VN,Vietnam,East Asia & Pacific,Lower middle income,2013,1.71222E+11,91497725
AL,Albania,Europe & Central Asia,Upper middle income,2014,13212484265,2889104
AE,United Arab Emirates,Middle East & North Africa,High income,2014,4.03137E+11,9070867
AU,Australia,East Asia & Pacific,High income,2014,1.46496E+12,23475686
AT,Austria,Europe & Central Asia,High income,2014,4.41996E+11,8546356
BE,Belgium,Europe & Central Asia,High income,2014,5.30808E+11,11209057
BG,Bulgaria,Europe & Central Asia,Upper middle income,2014,56814543481,7223938
BR,Brazil,Latin America & Caribbean,Upper middle income,2014,2.45599E+12,204213133
CA,Canada,North America,High income,2014,1.79927E+12,35535348
CH,Switzerland,Europe & Central Asia,High income,2014,7.09183E+11,8188649
CL,Chile,Latin America & Caribbean,High income,2014,2.60584E+11,17613798
CO,Colombia,Latin America & Caribbean,Upper middle income,2014,3.80892E+11,47791911
CR,Costa Rica,Latin America & Caribbean,Upper middle income,2014,50577769838,4757575
CZ,Czech Republic,Europe & Central Asia,High income,2014,2.07818E+11,10525347
DE,Germany,Europe & Central Asia,High income,2014,3.89873E+12,80982500
DK,Denmark,Europe & Central Asia,High income,2014,3.52994E+11,5643475
DO,Dominican Republic,Latin America & Caribbean,Upper middle income,2014,65905990445,10405844
DZ,Algeria,Middle East & North Africa,Upper middle income,2014,2.1381E+11,39113313
ES,Spain,Europe & Central Asia,High income,2014,1.37691E+12,46480882
EE,Estonia,Europe & Central Asia,High income,2014,26615854605,1314545
FI,Finland,Europe & Central Asia,High income,2014,2.72609E+11,5461512
FR,France,Europe & Central Asia,High income,2014,2.85686E+12,66316092
GB,United Kingdom,Europe & Central Asia,High income,2014,2.99522E+12,64613160
GE,Georgia,Europe & Central Asia,Lower middle income,2014,16382425271,3719414
GR,Greece,Europe & Central Asia,High income,2014,2.3703E+11,10892413
HK,"Hong Kong SAR, China",East Asia & Pacific,High income,2014,2.91459E+11,7229500
HR,Croatia,Europe & Central Asia,High income,2014,57671307487,4238389
HU,Hungary,Europe & Central Asia,High income,2014,1.40981E+11,9866468
ID,Indonesia,East Asia & Pacific,Lower middle income,2014,8.90815E+11,255131116
IE,Ireland,Europe & Central Asia,High income,2014,2.58075E+11,4657740
IS,Iceland,Europe & Central Asia,High income,2014,17758089312,327386
IL,Israel,Middle East & North Africa,High income,2014,3.1001E+11,8215700
IT,Italy,Europe & Central Asia,High income,2014,2.15173E+12,60789140
JO,Jordan,Middle East & North Africa,Upper middle income,2014,35716134370,8809306
JP,Japan,East Asia & Pacific,High income,2014,4.85041E+12,127276000
KR,"Korea, Rep.",East Asia & Pacific,High income,2014,1.41133E+12,50746659
XK,Kosovo,Europe & Central Asia,Lower middle income,2014,7386891336,1821800
LB,Lebanon,Middle East & North Africa,Upper middle income,2014,48524603055,5603279
LT,Lithuania,Europe & Central Asia,High income,2014,48516371721,2932367
LU,Luxembourg,Europe & Central Asia,High income,2014,66103853237,556319
LV,Latvia,Europe & Central Asia,High income,2014,31469641689,1993782
MO,"Macao SAR, China",East Asia & Pacific,High income,2014,55347998648,588781
MD,Moldova,Europe & Central Asia,Lower middle income,2014,7983241044,3556397
MX,Mexico,Latin America & Caribbean,Upper middle income,2014,1.31456E+12,124221600
MK,FYROM,Europe & Central Asia,Upper middle income,2014,11362272838,2077495
MT,Malta,Middle East & North Africa,High income,2014,11216758082,434558
ME,Montenegro,Europe & Central Asia,Upper middle income,2014,4587926231,621810
NL,Netherlands,Europe & Central Asia,High income,2014,8.90981E+11,16865008
NO,Norway,Europe & Central Asia,High income,2014,4.99339E+11,5137232
NZ,New Zealand,East Asia & Pacific,High income,2014,2.00955E+11,4509700
PE,Peru,Latin America & Caribbean,Upper middle income,2014,2.01081E+11,30973354
PL,Poland,Europe & Central Asia,High income,2014,5.45285E+11,38011735
PT,Portugal,Europe & Central Asia,High income,2014,2.30643E+11,10401062
AR,Argentina,Latin America & Caribbean,High income,2014,5.2632E+11,42981515
QA,Qatar,Middle East & North Africa,High income,2014,2.06094E+11,2374419
CN,China,East Asia & Pacific,Upper middle income,2014,1.04824E+13,1364270000
RO,Romania,Europe & Central Asia,Upper middle income,2014,1.99627E+11,19908979
RU,Russian Federation,Europe & Central Asia,Upper middle income,2014,2.09559E+12,143819666
SG,Singapore,East Asia & Pacific,High income,2014,3.11539E+11,5469724
SK,Slovak Republic,Europe & Central Asia,High income,2014,1.00948E+11,5418649
SI,Slovenia,Europe & Central Asia,High income,2014,49779379184,2061980
SE,Sweden,Europe & Central Asia,High income,2014,5.74413E+11,9696110
TH,Thailand,East Asia & Pacific,Upper middle income,2014,4.07339E+11,68416772
TT,Trinidad and Tobago,Latin America & Caribbean,High income,2014,27200280855,1354493
TN,Tunisia,Middle East & North Africa,Lower middle income,2014,47632322068,11143908
TR,Turkey,Europe & Central Asia,Upper middle income,2014,9.34186E+11,77030628
UY,Uruguay,Latin America & Caribbean,High income,2014,57236013086,3419546
US,United States,North America,High income,2014,1.75112E+13,318386421
VN,Vietnam,East Asia & Pacific,Lower middle income,2014,1.86205E+11,92544915
